Name, NumTargetPlates, SizeTargetPlates, NumSourcePlates, NumCombinations
multiplate_dzn_files/multiplate_t10_w8_s10_7.dzn,10,8,10,80
multiplate_dzn_files/multiplate_t10_w8_s10_8.dzn,10,8,10,80
multiplate_dzn_files/multiplate_t10_w8_s10_9.dzn,10,8,10,80
multiplate_dzn_files/multiplate_t15_w2_s2_0.dzn,15,2,2,30
multiplate_dzn_files/multiplate_t15_w2_s2_1.dzn,15,2,2,30
multiplate_dzn_files/multiplate_t15_w2_s2_2.dzn,15,2,2,30
multiplate_dzn_files/multiplate_t15_w2_s2_3.dzn,15,2,2,30
multiplate_dzn_files/multiplate_t15_w2_s2_4.dzn,15,2,2,30
multiplate_dzn_files/multiplate_t15_w2_s2_5.dzn,15,2,2,30
multiplate_dzn_files/multiplate_t15_w2_s2_6.dzn,15,2,2,30
multiplate_dzn_files/multiplate_t15_w2_s2_7.dzn,15,2,2,30
multiplate_dzn_files/multiplate_t15_w2_s2_8.dzn,15,2,2,30
multiplate_dzn_files/multiplate_t15_w2_s2_9.dzn,15,2,2,30
multiplate_dzn_files/multiplate_t15_w2_s5_0.dzn,15,2,5,30
multiplate_dzn_files/multiplate_t15_w2_s5_1.dzn,15,2,5,30
multiplate_dzn_files/multiplate_t15_w2_s5_2.dzn,15,2,5,30
multiplate_dzn_files/multiplate_t15_w2_s5_3.dzn,15,2,5,30
multiplate_dzn_files/multiplate_t15_w2_s5_4.dzn,15,2,5,30
multiplate_dzn_files/multiplate_t15_w2_s5_5.dzn,15,2,5,30
multiplate_dzn_files/multiplate_t15_w2_s5_6.dzn,15,2,5,30
multiplate_dzn_files/multiplate_t15_w2_s5_7.dzn,15,2,5,30
multiplate_dzn_files/multiplate_t15_w2_s5_8.dzn,15,2,5,30
multiplate_dzn_files/multiplate_t15_w2_s5_9.dzn,15,2,5,30
multiplate_dzn_files/multiplate_t15_w2_s10_0.dzn,15,2,10,30
multiplate_dzn_files/multiplate_t15_w2_s10_1.dzn,15,2,10,30
multiplate_dzn_files/multiplate_t15_w2_s10_2.dzn,15,2,10,30
multiplate_dzn_files/multiplate_t15_w2_s10_3.dzn,15,2,10,30
multiplate_dzn_files/multiplate_t15_w2_s10_4.dzn,15,2,10,30
multiplate_dzn_files/multiplate_t15_w2_s10_5.dzn,15,2,10,30
multiplate_dzn_files/multiplate_t15_w2_s10_6.dzn,15,2,10,30
multiplate_dzn_files/multiplate_t15_w2_s10_7.dzn,15,2,10,30
multiplate_dzn_files/multiplate_t15_w2_s10_8.dzn,15,2,10,30
multiplate_dzn_files/multiplate_t15_w2_s10_9.dzn,15,2,10,30
multiplate_dzn_files/multiplate_t15_w4_s2_0.dzn,15,4,2,60
multiplate_dzn_files/multiplate_t15_w4_s2_1.dzn,15,4,2,60
multiplate_dzn_files/multiplate_t15_w4_s2_2.dzn,15,4,2,60
multiplate_dzn_files/multiplate_t15_w4_s2_3.dzn,15,4,2,60
multiplate_dzn_files/multiplate_t15_w4_s2_4.dzn,15,4,2,60
multiplate_dzn_files/multiplate_t15_w4_s2_5.dzn,15,4,2,60
multiplate_dzn_files/multiplate_t15_w4_s2_6.dzn,15,4,2,60
multiplate_dzn_files/multiplate_t15_w4_s2_7.dzn,15,4,2,60
multiplate_dzn_files/multiplate_t15_w4_s2_8.dzn,15,4,2,60
multiplate_dzn_files/multiplate_t15_w4_s2_9.dzn,15,4,2,60
multiplate_dzn_files/multiplate_t15_w4_s5_0.dzn,15,4,5,60
multiplate_dzn_files/multiplate_t15_w4_s5_1.dzn,15,4,5,60
multiplate_dzn_files/multiplate_t15_w4_s5_2.dzn,15,4,5,60
multiplate_dzn_files/multiplate_t15_w4_s5_3.dzn,15,4,5,60
multiplate_dzn_files/multiplate_t15_w4_s5_4.dzn,15,4,5,60
multiplate_dzn_files/multiplate_t15_w4_s5_5.dzn,15,4,5,60
multiplate_dzn_files/multiplate_t15_w4_s5_6.dzn,15,4,5,60
multiplate_dzn_files/multiplate_t15_w4_s5_7.dzn,15,4,5,60
multiplate_dzn_files/multiplate_t15_w4_s5_8.dzn,15,4,5,60
multiplate_dzn_files/multiplate_t15_w4_s5_9.dzn,15,4,5,60
multiplate_dzn_files/multiplate_t15_w4_s10_0.dzn,15,4,10,60
multiplate_dzn_files/multiplate_t15_w4_s10_1.dzn,15,4,10,60
multiplate_dzn_files/multiplate_t15_w4_s10_2.dzn,15,4,10,60
multiplate_dzn_files/multiplate_t15_w4_s10_3.dzn,15,4,10,60
multiplate_dzn_files/multiplate_t15_w4_s10_4.dzn,15,4,10,60
multiplate_dzn_files/multiplate_t15_w4_s10_5.dzn,15,4,10,60
multiplate_dzn_files/multiplate_t15_w4_s10_6.dzn,15,4,10,60
multiplate_dzn_files/multiplate_t15_w4_s10_7.dzn,15,4,10,60
multiplate_dzn_files/multiplate_t15_w4_s10_8.dzn,15,4,10,60
multiplate_dzn_files/multiplate_t15_w4_s10_9.dzn,15,4,10,60
multiplate_dzn_files/multiplate_t15_w6_s2_0.dzn,15,6,2,90
multiplate_dzn_files/multiplate_t15_w6_s2_1.dzn,15,6,2,90
multiplate_dzn_files/multiplate_t15_w6_s2_2.dzn,15,6,2,90
multiplate_dzn_files/multiplate_t15_w6_s2_3.dzn,15,6,2,90
multiplate_dzn_files/multiplate_t15_w6_s2_4.dzn,15,6,2,90
multiplate_dzn_files/multiplate_t15_w6_s2_5.dzn,15,6,2,90
multiplate_dzn_files/multiplate_t15_w6_s2_6.dzn,15,6,2,90
multiplate_dzn_files/multiplate_t15_w6_s2_7.dzn,15,6,2,90
multiplate_dzn_files/multiplate_t15_w6_s2_8.dzn,15,6,2,90
multiplate_dzn_files/multiplate_t15_w6_s2_9.dzn,15,6,2,90
multiplate_dzn_files/multiplate_t15_w6_s5_0.dzn,15,6,5,90
multiplate_dzn_files/multiplate_t15_w6_s5_1.dzn,15,6,5,90
multiplate_dzn_files/multiplate_t15_w6_s5_2.dzn,15,6,5,90
multiplate_dzn_files/multiplate_t15_w6_s5_3.dzn,15,6,5,90
multiplate_dzn_files/multiplate_t15_w6_s5_4.dzn,15,6,5,90
multiplate_dzn_files/multiplate_t15_w6_s5_5.dzn,15,6,5,90
multiplate_dzn_files/multiplate_t15_w6_s5_6.dzn,15,6,5,90
multiplate_dzn_files/multiplate_t15_w6_s5_7.dzn,15,6,5,90
multiplate_dzn_files/multiplate_t15_w6_s5_8.dzn,15,6,5,90
multiplate_dzn_files/multiplate_t15_w6_s5_9.dzn,15,6,5,90
multiplate_dzn_files/multiplate_t15_w6_s10_0.dzn,15,6,10,90
multiplate_dzn_files/multiplate_t15_w6_s10_1.dzn,15,6,10,90
multiplate_dzn_files/multiplate_t15_w6_s10_2.dzn,15,6,10,90
multiplate_dzn_files/multiplate_t15_w6_s10_3.dzn,15,6,10,90
multiplate_dzn_files/multiplate_t15_w6_s10_4.dzn,15,6,10,90
multiplate_dzn_files/multiplate_t15_w6_s10_5.dzn,15,6,10,90
multiplate_dzn_files/multiplate_t15_w6_s10_6.dzn,15,6,10,90
multiplate_dzn_files/multiplate_t15_w6_s10_7.dzn,15,6,10,90
multiplate_dzn_files/multiplate_t15_w6_s10_8.dzn,15,6,10,90
multiplate_dzn_files/multiplate_t15_w6_s10_9.dzn,15,6,10,90
multiplate_dzn_files/multiplate_t15_w8_s2_0.dzn,15,8,2,120
multiplate_dzn_files/multiplate_t15_w8_s2_1.dzn,15,8,2,120
multiplate_dzn_files/multiplate_t15_w8_s2_2.dzn,15,8,2,120
multiplate_dzn_files/multiplate_t15_w8_s2_3.dzn,15,8,2,120
multiplate_dzn_files/multiplate_t15_w8_s2_4.dzn,15,8,2,120
multiplate_dzn_files/multiplate_t15_w8_s2_5.dzn,15,8,2,120
multiplate_dzn_files/multiplate_t15_w8_s2_6.dzn,15,8,2,120
multiplate_dzn_files/multiplate_t15_w8_s2_7.dzn,15,8,2,120
multiplate_dzn_files/multiplate_t15_w8_s2_8.dzn,15,8,2,120
multiplate_dzn_files/multiplate_t15_w8_s2_9.dzn,15,8,2,120
multiplate_dzn_files/multiplate_t15_w8_s5_0.dzn,15,8,5,120
multiplate_dzn_files/multiplate_t15_w8_s5_1.dzn,15,8,5,120
multiplate_dzn_files/multiplate_t15_w8_s5_2.dzn,15,8,5,120
multiplate_dzn_files/multiplate_t15_w8_s5_3.dzn,15,8,5,120
multiplate_dzn_files/multiplate_t15_w8_s5_4.dzn,15,8,5,120
multiplate_dzn_files/multiplate_t15_w8_s5_5.dzn,15,8,5,120
multiplate_dzn_files/multiplate_t15_w8_s5_6.dzn,15,8,5,120
multiplate_dzn_files/multiplate_t15_w8_s5_7.dzn,15,8,5,120
multiplate_dzn_files/multiplate_t15_w8_s5_8.dzn,15,8,5,120
multiplate_dzn_files/multiplate_t15_w8_s5_9.dzn,15,8,5,120
multiplate_dzn_files/multiplate_t15_w8_s10_0.dzn,15,8,10,120
multiplate_dzn_files/multiplate_t15_w8_s10_1.dzn,15,8,10,120
multiplate_dzn_files/multiplate_t15_w8_s10_2.dzn,15,8,10,120
multiplate_dzn_files/multiplate_t15_w8_s10_3.dzn,15,8,10,120
multiplate_dzn_files/multiplate_t15_w8_s10_4.dzn,15,8,10,120
multiplate_dzn_files/multiplate_t15_w8_s10_5.dzn,15,8,10,120
multiplate_dzn_files/multiplate_t15_w8_s10_6.dzn,15,8,10,120
multiplate_dzn_files/multiplate_t15_w8_s10_7.dzn,15,8,10,120
multiplate_dzn_files/multiplate_t15_w8_s10_8.dzn,15,8,10,120
multiplate_dzn_files/multiplate_t15_w8_s10_9.dzn,15,8,10,120
